Indicator	Category	Ransomware	Keylogger	Worm	Backdoor	Techniques
Propagates ACL flags from the downloaded file.	general	0	0	0	0	T1222
Provides printing services.	general	0	0	0	0	
Queries an object identifier (OID).	general	0	0	0	0	
Queries information present in HTTP headers.	general	0	0	0	0	
Queries network information of the system.	general	0	0	0	0	T1016
Queries Remote Desktop listener status using WMI.	general	0	0	0	0	T1047
Queries storage information of the system.	general	0	0	0	0	T1082
Queries system time zone using WMI.	general	1	0	0	0	T1047;T1124
Queries the host name of the computer.	general	0	0	0	0	T1082
Raises the execution privilege of the current stack frame.	general	0	0	0	0	
Reacts to a context menu item.	general	0	0	0	0	
Reads a file into a data stream.	general	0	0	0	0	
Reads cookies.	general	0	0	0	0	T1005;T1539
Reads data from file.	general	1	1	1	1	
Reads data from icon file.	general	0	0	0	0	
Reads data from icon stream object.	general	0	0	0	0	
Reads data from managed storage area.	general	1	0	1	0	
Reads data from sound file.	general	1	0	1	0	
Reads data from stream.	general	1	1	1	1	
Reads data object.	general	1	0	0	0	
Reads document metadata (annotation).	general	1	0	0	0	
Reads document metadata (collectionField text).	general	1	0	0	0	
Reads document metadata (media).	general	1	0	0	0	
Reads document metadata.	general	1	0	0	0	
Reads document properties.	general	1	0	0	0	
Reads embedded data.	general	1	1	1	1	
Reads from files in common user, data, or temporary directories.	general	1	1	1	1	
Reads from files in Windows system directories.	general	1	1	1	1	
Reads from files.	general	1	1	1	1	
Reads from other process' memory.	general	1	1	1	1	
Reads from template files in order to parse strings.	general	0	0	0	0	
Reads or writes annotation properties.	general	0	0	0	0	
Reads or writes file attachment annotation.	general	0	0	0	0	
Reads path to temporary file location on Windows.	general	1	1	1	1	
Reads paths to special directories on Windows.	general	1	1	1	1	
Reads paths to system directories on Windows.	general	1	1	1	1	
Reads process information.	general	1	0	0	0	T1057
Reads public or private key of an certificate.	general	0	0	0	0	
Reads user's default user-agent string.	general	0	0	0	0	
Reads words in document.	general	0	0	0	0	
Receives data over the network.	general	0	0	0	0	
Receives messages from a host environment.	general	0	0	0	0	
Records audio streams in WAV format from the microphone or other input devices.	general	0	0	0	1	T1123
Records of all or part of a Windows PowerShell session to a text file.	general	0	0	0	0	
Redirects command output from the command line to the Windows clipboard.	general	0	1	0	0	T1115
Redirects print commands to file.	general	0	0	0	0	
Registers itself as handler for a MIME type.	general	0	0	0	0	
Registers itself as handler for a protocol.	general	0	0	0	0	
Removes a directory.	general	0	0	0	0	T1107
Removes a printer using WMI.	general	0	0	0	0	T1047
Removes a service using WMI.	general	0	0	0	0	T1047;T1489
Removes a service.	general	0	0	0	0	T1489
Removes a shared resource using WMI.	general	0	0	0	0	T1047
Removes a signature from FDF file.	general	0	0	0	0	
Removes a system driver using WMI.	general	0	0	0	0	T1047
Removes a system environment variable using WMI.	general	0	0	0	0	T1047
Removes a system from a domain or a workgroup WMI.	general	0	0	0	0	T1047
Removes a trusted execution enclave from a process.	general	0	0	0	0	
Removes a WMI alias.	general	0	0	0	0	T1047
Removes all entries for the given user in the global object access auditing list.	general	1	1	1	1	T1484
Removes all entries from the global object access auditing list.	general	1	1	1	1	T1484
Removes ARP table entries.	general	0	0	0	0	
Removes credentials from a bitsadmin job.	general	0	0	0	0	T1197
Removes event triggers on local or remote machines.	general	0	0	0	0	T1070
Removes loaded snap-ins or modules to the current session.	general	0	0	0	0	
Removes network shares.	general	0	0	0	0	T1126
Removes shadow copies using WMI.	general	1	0	0	0	T1047;T1490
Removes the index.	general	0	0	0	0	
Removes the per-user audit policy for a specified account or all accounts.	general	1	1	1	1	T1484
Removes the per-user audit policy for a specified account.	general	1	1	1	1	T1484
Removes the per-user audit policy for all accounts.	general	1	1	1	1	T1484
Removes user accounts.	general	0	0	0	0	T1531
Renames files or directories over FTP connection.	general	1	0	1	0	
Renames files.	general	1	1	1	1	
Renames item properties, such as registry keys.	general	0	0	0	0	
Renames items, such as files.	general	1	1	1	1	
Reopens a recently closed tab or window.	general	0	0	0	0	
Replaces data stream.	general	0	0	0	0	
Replaces locked operating system files.	general	0	0	0	0	
Requests permission required for a domain controller to use LDAP directory synchronization services.	general	0	0	0	0	
Requests permission required to access Credential Manager as a trusted caller.	general	0	0	0	0	
Requests permission required to allocate more memory for applications that run in the context of users.	general	0	0	0	0	
Requests permission required to create a computer account.	general	0	0	0	0	
Requests permission required to create a paging file.	general	0	0	0	0	
Requests permission required to create a permanent object.	general	0	0	0	0	
Requests permission required to create a symbolic link.	general	0	0	0	0	
Requests permission required to enable volume management privileges.	general	0	0	0	0	
Requests permission required to enumerate system information.	general	0	0	0	0	
Requests permission required to generate audit-log entries.	general	0	0	0	0	
Requests permission required to identify itself as a part of the trusted computer base.	general	0	0	0	0	
Requests permission required to impersonate a client after authentication.	general	0	0	0	0	
Requests permission required to increase the base priority of a process.	general	0	0	0	0	
Requests permission required to increase the quota assigned to a process.	general	0	0	0	0	
Requests permission required to load or unload a device driver.	general	0	0	0	0	
Requests permission required to lock physical pages in memory.	general	0	0	0	0	
Requests permission required to mark user and computer accounts as trusted for delegation.	general	0	0	0	0	
Requests permission required to perform a number of security-related functions, such as controlling and viewing audit messages.	general	0	0	0	0	
Requests permission required to perform backup operations.	general	0	0	0	0	
Requests permission required to perform restore operations.	general	0	0	0	0	
Requests permission required to read unsolicited input from a terminal device.	general	0	0	0	0	
Requests permission required to receive notifications of changes to files or directories.	general	0	0	0	0	
Requests permission required to shut down a system using a network request.	general	1	1	1	1	
Requests permission required to shut down a system.	general	1	1	1	1	
Requests permission required to take ownership of an object without being granted discretionary access.	general	1	1	1	1	
Requests permission required to undock a laptop.	general	0	0	0	0	
Responds to print request.	general	0	0	0	0	
Restarts or shuts down computers.	general	1	1	1	1	T1529
Restores the audit policy from a file.	general	0	0	0	0	
Restricts add/remove programs policy using registry keys.	general	0	0	0	0	T1112
Restricts user access to a single application.	general	0	0	0	0	T1098
Retrieves a policy file from URL.	general	0	0	0	0	
Retrieves information about embedded frames.	general	0	0	0	0	
Retrieves keyboard layout list.	general	1	1	1	1	
Retrieves process information.	general	0	0	0	0	T1057
Retrieves the local computer name.	general	1	1	1	1	T1082
Retrieves the name of the user associated with the process.	general	0	0	0	0	
Returns the list of security policies currently available.	general	0	0	0	0	T1063
Revokes privileges from users on the local computer.	general	0	0	0	0	T1098
Saves a document to disk.	general	0	0	0	0	
Saves FDF object as file.	general	0	0	0	0	
Saves the report to a file or WebDAV server.	general	0	0	0	0	
Schedules code execution for a later time.	general	0	0	0	0	T1053
Schedules code to run on launch.	general	0	0	0	0	T1053
Schedules code to run periodically or at a specified time in the future.	general	0	0	0	0	T1053
Searches for string patterns in files.	general	0	0	0	0	
Searches for strings in files.	general	0	0	0	0	
Searches the document or index.	general	0	0	0	0	
Sends a message through broadcast channel.	general	0	0	0	0	
Sends an email message.	general	0	0	1	0	
Sends an IP packet through the VPN tunnel.	general	0	0	0	0	
Sends e-mails.	general	0	0	1	0	
Sends files over an infrared link.	general	0	0	0	0	
Sends messages to a host environment.	general	0	0	0	0	
Sends or exfiltrates data over the network.	general	1	1	1	1	
Sends out an e-mail message with or without user interaction.	general	0	0	1	0	
Sends output to a printer.	general	0	0	0	0	
Sends ping packets.	general	0	0	1	0	
Serializes form fields to string.	general	0	0	0	0	
Set the launch type of an app.	general	0	0	0	0	
Sets a base URL for media.	general	0	0	0	0	
Sets a destination URL for a FDF file.	general	0	0	0	0	
Sets a JavaScript action for a bookmark.	general	0	0	0	0	
Sets a JavaScript action for a document or a page.	general	0	0	0	0	
Sets a JavaScript action for a input field.	general	0	0	0	0	
Sets a JavaScript action for an Optional Content Group.	general	0	0	0	0	
Sets browser homepage.	general	0	0	0	0	
Sets cookies.	general	0	0	0	0	T1506
Sets credentials for a bitsadmin job.	general	0	0	0	0	T1197
Sets embedded data.	general	0	0	0	0	
Sets field name for HTML form submission.	general	0	0	0	0	
Sets the 'hidden file' attribute to files/directories.	general	1	1	1	1	T1158
Sets the 'system file' attribute to files/directories.	general	1	1	1	1	T1222
Sets the broadcast address for an interface.	general	0	0	0	0	
Sets the command-line command that will run when the job finishes transferring data or when a job enters a state.	general	0	0	0	0	T1197
Sets the event notification flags for the specified job.	general	0	0	0	0	T1197
Sets the proxy settings for the specified job.	general	0	0	0	0	T1197
Sets the viewer to full screen mode.	general	0	0	0	0	
Sets wallpaper.	general	1	0	0	0	
Shows or hides media player.	general	0	0	0	0	
Shutdowns or reboots a system.	general	1	1	1	1	T1529
Signs a document.	general	0	0	0	0	
Signs a FDF file.	general	0	0	0	0	
Speaks text using a text-to-speech engine.	general	0	0	0	0	
Specifies JavaScript action when the link is clicked.	general	0	0	0	0	T1204
Starts an alternate presentation.	general	0	0	0	0	
Starts automatic disk checking when the computer is started.	general	0	0	0	0	
Starts new PowerShell Workflow Session.	general	0	0	0	0	T1086
Starts playback of media.	general	0	0	0	0	T1034
Starts PowerShell Integrated Scripting Environment (ISE) session (powershell_ise.exe).	general	0	0	0	0	T1086
Steals FTP client configuration data.	general	1	0	1	1	
Stops running processes.	general	0	0	0	0	T1489
Stores server reply information to a file.	general	0	0	0	0	T1197
Submits form to an URL.	general	0	0	0	0	
Subscribes to a global variable changes.	general	0	0	0	0	
Subscribes to a push service.	general	0	0	0	0	
Suppresses ILDASM disassembly.	general	0	0	0	0	
Suppresses media warnings.	general	0	0	0	0	
Supresses warnings.	general	1	1	1	1	
Takes screenshots.	general	0	1	0	1	T1113
Tampers with access control lists (DACLs) on files or directories.	general	0	0	0	0	
Tampers with Active Directory Federation Services (AD FS) settings.	general	0	0	0	0	
Tampers with Active Directory Rights Management Services (AD RMS) settings.	general	0	0	0	0	
Tampers with Active Directory settings.	general	0	0	0	0	
Tampers with App Background Tasks.	general	0	0	0	0	
Tampers with App-V Client settings.	general	0	0	0	0	
Tampers with AppLocker settings.	general	0	0	0	0	
Tampers with audit policies.	general	0	0	0	0	T1484
Tampers with Authenticode signatures.	general	0	0	0	0	
Tampers with autocomplete settings.	general	0	0	0	0	
Tampers with autorun locations.	general	0	0	0	0	
Tampers with autorun registry keys.	general	1	1	1	1	T1112;T1060
Tampers with Best Practices Analyzer settings.	general	0	0	0	0	
Tampers with BitLocker settings.	general	1	0	0	0	
Tampers with boot configuration.	general	1	0	0	0	
Tampers with Boot Event Collector settings.	general	0	0	0	0	
Tampers with Border Gateway Protocol, DirectAccess, RemoteAccess or other VPN settings.	general	0	0	0	0	
Tampers with BranchCache settings.	general	0	0	0	0	
Tampers with certificates and certificate store.	general	0	0	0	0	
Tampers with Cluster-Aware Updating.	general	0	0	0	0	
Tampers with command aliases.	general	0	0	0	0	
Tampers with command line execution history.	general	0	0	0	0	T1070
Tampers with compression of files on NTFS partitions.	general	0	0	0	0	
Tampers with Computer Machine Password.	general	0	0	0	0	T1531
Tampers with Configurable Code Integrity settings.	general	0	0	0	0	
Tampers with Control Panel items.	general	0	0	0	0	
Tampers with cron jobs.	general	0	0	0	0	T1168
Tampers with Data Center Bridging (DCB) Quality of Service (QoS) settings.	general	0	0	0	0	
Tampers with debugger call stack.	general	0	0	0	0	
Tampers with debugger.	general	0	0	0	0	
Tampers with Developer Mode settings.	general	0	0	0	0	
Tampers with Device Health Attestation (DHA) settings.	general	0	0	0	0	
Tampers with DirectAccess connection settings.	general	0	0	0	0	
Tampers with Directory Certificate Services (AD CS) Certification Authority (CA).	general	0	0	0	0	
Tampers with discretionary access control lists (DACL) on specified files.	general	0	0	0	0	T1222
